[00000020] (8.04155, 4.29417) => 7721.18
[00016543] (8.633, 4.89816) => 38500.4
[00016544] (3.56079, 1.75246) => 9.25894
[00016547] (1.79361, 4.53463) => 14.1437
[00016551] (2.6841, 8.02594) => 2763.85
[00016554] (9.48807, 8.22614) => 1.09245e+08
[00016555] (9.97024, 8.79978) => 6.14318e+08
[00016557] (9.26304, 3.51763) => 2515.81
[00016560] (8.62356, 4.25341) => 9546.73
[00016563] (7.19381, 8.68155) => 2.75253e+07
[00016566] (9.81092, 9.23367) => 1.4359e+09
[00016569] (1.84685, 3.10026) => 6.69894
[00016574] (3.46206, 5.94233) => 1602.89
[00016577] (8.54768, 8.44876) => 7.46394e+07
[00016580] (3.98268, 3.9082) => 221.618
[00016582] (8.27646, 9.68973) => 7.82824e+08
[00016584] (2.02523, 5.72907) => 56.992
[00016588] (7.58844, 5.56299) => 78755.8
[00016591] (5.1137, 6.86913) => 73857.8
[00016593] (4.41563, 6.32464) => 12004.6
[00016596] (1.968, 7.82778) => 200.249
[00016599] (1.20873, 1.3432) => 1.28998
[00016600] (9.07056, 2.64351) => 340.03
[00016602] (3.98789, 6.93321) => 14624.4
[00016603] (2.91739, 9.49084) => 25893.1
[00016605] (1.19909, 8.6293) => 4.79108
[00016608] (7.51004, 7.3213) => 2.57538e+06
[00016611] (8.74757, 1.5822) => 30.9211
[00016614] (9.55373, 8.22415) => 1.15103e+08
[00016617] (6.13212, 5.15757) => 11538.7
[00016623] (6.51828, 8.008) => 3.30807e+06
[00016625] (8.40265, 2.69091) => 307.268
[00016631] (8.116, 4.46634) => 11519.5
[00016634] (9.22087, 3.44173) => 2091.63
[00016635] (3.27102, 6.84875) => 3349.19
[00016637] (8.93549, 2.93008) => 612.15
[00016641] (6.21294, 6.14385) => 74798.8
[00016642] (6.83476, 4.84194) => 11007.4
[00016645] (5.09172, 1.58998) => 13.3015
[00016648] (4.45144, 5.88415) => 6544.5
[00016652] (8.70181, 5.33427) => 102833
[00016655] (5.42145, 8.26731) => 1.17263e+06
[00016658] (5.17439, 1.1757) => 6.90691
[00016662] (1.73506, 7.01175) => 47.6438
[00016666] (1.91818, 6.48466) => 68.303
[00016667] (9.10482, 9.64693) => 1.79483e+09
[00016669] (6.537, 1.86176) => 32.9641
[00016672] (8.42531, 2.01563) => 73.3908
[00016676] (8.49135, 6.01526) => 387289
[00016679] (3.49665, 8.54076) => 43974.1
[00016682] (2.48768, 8.20868) => 1774.02
[00016683] (6.88877, 3.71028) => 1287.47
[00016685] (1.25304, 3.23718) => 2.07553
[00016688] (6.51015, 3.09294) => 328.388
[00016690] (9.95819, 8.84318) => 6.7157e+08
[00016694] (7.46527, 6.67383) => 670746
[00016697] (2.77312, 2.01891) => 7.83998
[00016700] (5.03917, 5.89804) => 13884.9
[00016703] (2.58606, 2.35668) => 9.38542
[00016706] (8.54056, 9.95261) => 1.86517e+09
[00016710] (9.45839, 2.17951) => 133.907
[00016712] (9.06169, 3.88875) => 5276.5
[00016716] (5.80072, 9.05284) => 8.15972e+06
[00016719] (7.07982, 6.85596) => 672543
[00016721] (9.57061, 5.2439) => 139298
[00016722] (9.27009, 2.50502) => 264.586
[00016726] (8.65288, 7.53045) => 1.14088e+07
[00016729] (8.75216, 3.62743) => 2614.9
[00016734] (3.9641, 9.18221) => 310664
[00016735] (3.84245, 3.76575) => 159.032
[00016738] (9.94801, 1.75179) => 55.9537
[00016741] (3.72919, 1.95633) => 13.1299
[00016744] (9.45351, 1.91376) => 73.6297
[00016746] (3.67921, 9.62267) => 278014
[00016749] (5.03162, 4.83594) => 2474.11
[00016752] (1.50901, 7.42919) => 21.2587
[00016755] (4.83533, 1.61212) => 12.6876
[00016757] (3.54953, 9.15047) => 108224
[00016759] (7.16281, 3.14934) => 493.117
[00016762] (7.14476, 9.86937) => 2.68113e+08
[00016763] (6.64437, 1.25277) => 10.7238
[00016765] (8.71119, 9.68625) => 1.27592e+09
[00016768] (5.41326, 8.15288) => 954554
[00016770] (2.21793, 3.25228) => 13.3389
[00016773] (9.8786, 7.63282) => 3.91142e+07
[00016776] (8.8528, 4.43066) => 15710.6
[00016780] (9.72323, 1.68337) => 46.01
[00016783] (7.44188, 1.43689) => 17.886
[00016786] (6.27861, 5.56303) => 27449.8
[00016788] (9.57579, 8.66389) => 3.168e+08
[00016791] (8.19194, 7.5315) => 7.57142e+06
[00016794] (8.25461, 6.0271) => 334984
[00016795] (9.91967, 9.80486) => 5.89541e+09
[00016797] (5.83854, 1.71925) => 20.7716
[00016800] (7.72504, 6.39423) => 475818
[00016805] (1.10383, 5.91065) => 1.79304
[00016808] (6.00887, 3.33719) => 397.173
[00016812] (9.67627, 8.80879) => 4.81827e+08
[00016814] (3.96691, 6.75352) => 11006.7
[00016815] (5.68168, 3.48914) => 429.021
[00016817] (3.39234, 8.87909) => 51327.8
[00016819] (8.87224, 1.027) => 9.41082
[00016822] (8.76725, 1.0061) => 8.88405
[00016825] (6.89429, 7.8179) => 3.59108e+06
[00016830] (3.45022, 7.58895) => 12069.6
[00016833] (3.69482, 2.33584) => 21.1741
[00016837] (1.27284, 2.89519) => 2.01069
[00016840] (9.62514, 1.65249) => 42.1769
[00016844] (6.29677, 5.38258) => 20013.1
[00016847] (6.7373, 9.58582) => 8.74413e+07
[00016850] (4.92177, 5.49322) => 6338.33
[00016855] (6.54479, 6.4041) => 167912
[00016858] (3.92963, 4.30476) => 361.859
[00016859] (7.52768, 6.36803) => 382479
[00016861] (5.65493, 8.49317) => 2.45749e+06
[00016864] (5.53692, 8.18149) => 1.20516e+06
[00016868] (5.31023, 4.74246) => 2746.77
[00016870] (7.14379, 6.33005) => 254337
[00016873] (9.34201, 7.02939) => 6.63138e+06
[00016878] (3.15024, 9.97201) => 93215.2
[00016881] (7.45999, 6.29623) => 312582
[00016884] (1.70359, 5.35533) => 17.3397
[00016885] (5.42834, 4.8807) => 3852.02
[00016887] (2.82086, 7.37561) => 2098.13
[00016890] (6.84961, 8.30883) => 8.77823e+06
[00016891] (9.26843, 6.85196) => 4.2256e+06
[00016893] (1.18331, 4.33343) => 2.07384
[00016894] (2.65885, 7.67653) => 1820.4
[00016896] (3.12565, 6.63493) => 1922.63
[00016898] (6.2404, 1.29238) => 10.6591
[00016901] (7.80646, 4.47928) => 9943.79
[00016905] (4.87941, 8.96164) => 1.47536e+06
[00016911] (8.55558, 8.11207) => 3.65149e+07
[00016915] (4.04189, 5.68299) => 2800.34
[00016918] (9.48287, 7.59799) => 2.64716e+07
[00016921] (1.62542, 8.71429) => 68.9319
[00016926] (3.12164, 6.75756) => 2191.89
[00016928] (1.00427, 1.41639) => 1.00606
[00016932] (6.90475, 7.10742) => 920815
[00016935] (4.30426, 3.39244) => 141.404
[00016938] (2.18749, 6.95004) => 230.485
[00016939] (9.53112, 3.99986) => 8249.75
[00016941] (7.78513, 1.56428) => 24.7851
[00016944] (4.98151, 2.19491) => 33.9345
[00016949] (7.3881, 9.70086) => 2.66389e+08
[00016952] (9.02851, 2.9588) => 672.173
[00016956] (1.26799, 9.87225) => 10.4229
[00016959] (5.3485, 4.92218) => 3841.42
[00016962] (4.76855, 7.77838) => 189124
[00016965] (9.33173, 1.82761) => 59.2533
[00016968] (4.02911, 5.52388) => 2203.45
[00016972] (3.21438, 7.73144) => 8328.96
[00016975] (6.79482, 5.6771) => 53010.1
[00016978] (3.43, 8.48767) => 34946
[00016981] (4.98399, 4.88126) => 2541.3
[00016984] (8.48288, 1.76165) => 43.2283
[00016988] (9.78581, 4.26654) => 16843.3
[00016991] (2.91914, 4.46214) => 119.133
[00016994] (5.98673, 8.90961) => 8.40332e+06
[00016998] (7.97592, 9.97503) => 9.89228e+08
[00017001] (3.31408, 6.11572) => 1521.93
[00017006] (3.41289, 1.99556) => 11.5844
[00017009] (5.05887, 9.00182) => 2.1765e+06
[00017011] (2.58128, 1.52763) => 4.25728
[00017014] (6.24469, 9.81196) => 6.39024e+07
[00017017] (7.34785, 3.96304) => 2707.86
[00017022] (8.01056, 5.69927) => 141325
[00017025] (2.38845, 7.13803) => 500.041
[00017028] (9.69347, 1.2646) => 17.681
[00017031] (1.79122, 2.67676) => 4.76014
[00017034] (4.50429, 6.6506) => 22233.5
[00017035] (1.65931, 6.6763) => 29.3971
[00017037] (9.81273, 2.5085) => 307.545
[00017040] (1.27294, 2.48205) => 1.82028
[00017044] (4.38506, 2.26359) => 28.3903
[00017047] (6.00656, 5.71438) => 28142.4
[00017050] (7.6986, 9.11796) => 1.20856e+08
[00017051] (1.31543, 1.05744) => 1.33631
[00017052] (7.07209, 9.97099) => 2.95683e+08
[00017055] (4.75707, 3.50753) => 237.57
[00017059] (8.08484, 9.60154) => 5.18857e+08
[00017062] (5.99254, 5.24672) => 12020
[00017065] (2.74085, 8.16189) => 3749.43
[00017070] (7.97834, 7.78104) => 1.04188e+07
[00017072] (6.8927, 6.37022) => 219139
[00017075] (8.46978, 1.44812) => 22.0632
[00017079] (3.07718, 1.97571) => 9.21402
[00017082] (2.50021, 4.61981) => 68.9562
[00017083] (2.04513, 5.12247) => 39.0538
[00017085] (1.38422, 4.30999) => 4.06057
[00017088] (1.23162, 7.57814) => 4.84882
[00017092] (8.98058, 6.77895) => 2.90005e+06
[00017095] (4.88573, 1.615) => 12.9605
[00017098] (1.36826, 5.20554) => 5.11476
[00017099] (4.09114, 2.32272) => 26.3722
[00017102] (2.24262, 7.74692) => 521.529
[00017105] (7.52631, 5.05196) => 26820.1
[00017108] (1.02962, 6.58907) => 1.21208
[00017111] (2.97431, 2.01629) => 9.00501
[00017114] (1.61473, 1.13242) => 1.72051
[00017115] (5.41518, 6.00049) => 25237
[00017118] (4.63909, 8.17198) => 279300
[00017121] (6.73116, 7.58197) => 1.89912e+06
[00017124] (9.51037, 8.19722) => 1.04352e+08
[00017129] (4.60174, 1.98527) => 20.7053
[00017134] (8.36042, 7.41328) => 6.86651e+06
[00017137] (3.94769, 1.88519) => 13.3112
[00017139] (7.692, 1.16313) => 10.7294
[00017143] (9.54773, 8.4434) => 1.87797e+08
[00017146] (7.54525, 7.54402) => 4.18011e+06
[00017147] (7.42466, 2.72513) => 235.891
[00017148] (8.90914, 5.74764) => 287951
[00017151] (1.58117, 9.5192) => 78.3629
[00017155] (4.58664, 4.96475) => 1923.79
[00017156] (8.16101, 6.66808) => 1.20112e+06
[00017159] (8.33062, 9.97615) => 1.53044e+09
[00017162] (9.63146, 8.0357) => 8.02885e+07
[00017163] (8.46168, 4.08557) => 6154.43
[00017165] (4.59421, 1.63755) => 12.1452
[00017167] (8.94974, 8.59232) => 1.50752e+08
[00017169] (9.10371, 8.15129) => 6.58967e+07
[00017172] (4.38046, 9.50521) => 1.25251e+06
[00017174] (7.56161, 9.41911) => 1.88698e+08
[00017177] (7.43163, 9.21438) => 1.06292e+08
[00017182] (6.69186, 7.71329) => 2.33176e+06
[00017185] (8.96103, 5.66458) => 248145
[00017188] (9.81693, 3.03796) => 1031.77
[00017191] (2.91934, 2.78077) => 19.6721
[00017194] (6.44383, 4.19021) => 2457.45
[00017195] (4.82393, 3.68234) => 328.487
[00017196] (3.76227, 3.94051) => 185.168
[00017199] (7.25329, 4.33902) => 5418.49
[00017202] (8.60188, 7.92594) => 2.55585e+07
[00017205] (3.94695, 5.13986) => 1160.65
[00017208] (5.46244, 4.49974) => 2079.95
[00017212] (8.90156, 8.59896) => 1.46024e+08
[00017215] (9.38806, 8.65174) => 2.59704e+08
[00017218] (5.88279, 1.05319) => 6.46426
[00017221] (4.81806, 3.46425) => 232.082
[00017224] (2.97666, 3.56527) => 48.8618
[00017228] (8.56636, 4.05485) => 6058.32
[00017231] (6.01991, 7.97903) => 1.66101e+06
[00017234] (3.50098, 5.80295) => 1438.48
[00017237] (8.73, 9.64581) => 1.19355e+09
[00017240] (1.95275, 5.90598) => 52.0663
[00017244] (2.19394, 3.41541) => 14.6359
[00017247] (4.66847, 7.55123) => 113003
[00017252] (1.61668, 2.39527) => 3.16018
[00017255] (5.09659, 8.41298) => 891932
[00017257] (5.31519, 3.86914) => 641.404
[00017260] (4.73751, 5.22673) => 3395.59
[00017263] (2.15938, 8.51663) => 703.656
[00017267] (3.0575, 1.37262) => 4.63686
[00017271] (3.43164, 9.50609) => 123176
[00017274] (7.49972, 8.45566) => 2.50662e+07
[00017275] (7.78169, 5.04957) => 31589.3
[00017277] (3.80692, 5.24766) => 1113.4
[00017280] (4.94516, 9.11487) => 2.12502e+06
[00017283] (1.85323, 9.35166) => 320.313
[00017285] (4.81874, 7.87971) => 240613
[00017288] (3.36592, 7.54823) => 9521.26
[00017292] (8.96573, 1.39794) => 21.4616
[00017295] (5.26083, 3.68483) => 453.898
[00017298] (1.93191, 2.96317) => 7.03769
[00017301] (4.28488, 8.5847) => 266074
[00017304] (4.96518, 1.42509) => 9.81233
[00017308] (1.70974, 4.32026) => 10.1465
[00017311] (8.47737, 3.41824) => 1489.44
[00017313] (9.306, 7.88455) => 4.34767e+07
[00017315] (7.68095, 5.18556) => 39028
[00017318] (3.62286, 7.33641) => 12630.8
[00017321] (4.25805, 6.48268) => 11994.3
[00017326] (1.08272, 1.97223) => 1.1697
[00017329] (7.37782, 6.50034) => 438355
[00017331] (1.79094, 1.84332) => 2.92758
[00017332] (5.23518, 4.39825) => 1452.25
[00017335] (4.72327, 3.31431) => 171.652
[00017338] (5.20764, 4.70603) => 2357.96
[00017339] (1.45894, 4.60462) => 5.69278
[00017342] (2.92908, 8.90443) => 14321.2
[00017345] (7.43599, 7.31222) => 2.3519e+06
[00017348] (8.10345, 2.92618) => 455.968
[00017352] (3.55376, 1.91976) => 11.4075
[00017356] (8.97635, 9.1718) => 5.51624e+08
[00017359] (4.72368, 9.21301) => 1.62988e+06
[00017362] (1.82503, 6.21767) => 42.1208
[00017363] (8.68845, 1.16013) => 12.2827
[00017366] (8.32448, 9.20404) => 2.95806e+08
[00017369] (7.08969, 9.90153) => 2.64551e+08
[00017374] (7.70892, 5.00456) => 27479.7
[00017375] (8.25851, 2.77709) => 351.821
[00017378] (6.11447, 6.2689) => 85037.1
[00017381] (4.09013, 2.24765) => 23.7122
[00017385] (8.74927, 6.99206) => 3.85763e+06
[00017390] (4.31352, 7.77689) => 86499.3
[00017392] (3.91478, 5.32523) => 1433.19
[00017396] (6.2975, 4.95817) => 9170.82
[00017399] (1.56647, 6.92375) => 22.3664
[00017402] (9.18422, 4.431) => 18502.7
[00017403] (6.57106, 4.79397) => 8312.21
[00017405] (1.37054, 5.64977) => 5.93469
[00017408] (1.39271, 6.37745) => 8.26909
[00017412] (9.49473, 4.80224) => 49443
[00017414] (5.9534, 7.53895) => 693289
[00017417] (3.78747, 5.45134) => 1421.61
[00017422] (8.46347, 9.83541) => 1.32685e+09
[00017425] (9.23019, 3.99071) => 7110.15
[00017428] (9.54917, 4.67782) => 38380.1
[00017431] (1.63858, 5.46579) => 14.8675
[00017434] (4.96237, 1.31449) => 8.2125
[00017435] (5.43905, 8.62786) => 2.21816e+06
[00017437] (2.06437, 7.13335) => 175.994
[00017440] (3.97449, 2.31282) => 24.3239
[00017443] (2.5254, 2.73237) => 12.5694
[00017447] (8.44588, 7.81795) => 1.75576e+07
[00017450] (5.14116, 4.71032) => 2235.25
[00017451] (1.83943, 4.63432) => 16.8511
[00017453] (7.13865, 4.14069) => 3424.17
[00017456] (1.5073, 2.96648) => 3.37774
[00017459] (1.87298, 4.12464) => 13.3077
[00017462] (9.16218, 8.20295) => 7.78444e+07
[00017465] (9.7562, 5.59653) => 343986
[00017469] (3.63671, 2.9545) => 45.3541
[00017472] (2.96646, 9.40313) => 27575.6
[00017475] (2.04791, 8.39842) => 411.648
[00017476] (9.10867, 5.57043) => 221094
[00017478] (9.42902, 4.30429) => 15645.3
[00017481] (5.52419, 5.56658) => 13548.8
[00017486] (3.90372, 9.29902) => 316354
[00017489] (9.88051, 2.02958) => 104.467
[00017492] (3.2549, 2.01418) => 10.7732
[00017495] (6.86756, 8.26601) => 8.26062e+06
[00017498] (8.92838, 3.77722) => 3901.88
[00017499] (5.16976, 5.02028) => 3817.86
[00017501] (5.06255, 4.16391) => 856.895
[00017503] (1.08573, 5.27072) => 1.54267
[00017507] (7.85949, 3.91335) => 3191.5
[00017508] (2.00374, 6.80299) => 113.091
[00017511] (3.04951, 7.62341) => 4914.48
[00017512] (2.19116, 6.92217) => 228.143
[00017514] (9.9558, 1.23611) => 17.1291
[00017516] (4.14421, 2.25774) => 24.7754
[00017518] (1.10548, 3.93366) => 1.48359
[00017520] (1.07644, 3.67606) => 1.31097
[00017522] (5.3642, 5.29742) => 7319.71
[00017524] (6.80704, 1.66506) => 24.3739
[00017527] (3.83363, 5.02646) => 858.006
[00017528] (5.8622, 4.98452) => 6736.16
[00017530] (8.08734, 2.99598) => 524.526
[00017533] (5.5668, 2.80931) => 124.346
[00017534] (4.70166, 1.86933) => 18.0576
[00017539] (6.18156, 4.78265) => 6075.02
[00017543] (7.29048, 9.68777) => 2.28128e+08
[00017544] (3.94974, 7.13725) => 18107.5
[00017546] (9.03395, 9.84719) => 2.58647e+09
[00017549] (3.61994, 2.96016) => 45.0658
[00017552] (2.65056, 7.90862) => 2228.52
[00017554] (8.35913, 8.41053) => 5.69984e+07
[00017557] (7.23118, 8.03099) => 7.94877e+06
[00017561] (5.7132, 2.41791) => 67.6182
[00017564] (5.22634, 1.85633) => 21.5383
[00017567] (5.5119, 8.91763) => 4.07996e+06
[00017569] (8.858, 6.53005) => 1.53514e+06
[00017573] (7.94257, 2.55299) => 198.422
[00017577] (4.77135, 7.62301) => 149035
[00017580] (5.71769, 9.80172) => 2.64281e+07
[00017584] (3.90678, 1.75515) => 10.9329
[00017587] (5.9121, 7.86038) => 1.16462e+06
[00017590] (9.94452, 3.38096) => 2359.33
[00017595] (8.36464, 5.39584) => 94924.2
[00017598] (7.88504, 5.29816) => 56416.6
[00017601] (5.45165, 7.83493) => 589714
[00017604] (3.70925, 9.05055) => 142020
[00017607] (7.55385, 9.1805) => 1.15353e+08
[00017608] (6.30562, 5.70837) => 36740.4
[00017610] (6.28624, 5.36525) => 19211.5
[00017613] (8.94397, 4.59948) => 23798.1
[00017616] (4.48629, 5.20375) => 2467.51
[00017621] (8.3178, 4.55283) => 15439.9
[00017623] (5.63834, 6.80771) => 129903
[00017624] (2.48313, 1.11747) => 2.76312
[00017626] (1.97959, 9.68533) => 745.475
[00017629] (4.69196, 4.12178) => 585.027
[00017632] (8.9102, 4.75072) => 32557.4
[00017635] (3.40326, 9.39398) => 99222.9
[00017638] (5.89691, 9.13198) => 1.08974e+07
[00017642] (3.37013, 6.48785) => 2650.29
[00017644] (7.99531, 6.13864) => 348482
[00017647] (6.43682, 5.80303) => 49288.1
[00017650] (8.66003, 5.33223) => 99785.6
[00017653] (7.2416, 9.49456) => 1.45797e+08
[00017658] (3.61391, 9.67196) => 249308
[00017660] (1.91821, 7.67259) => 148.098
[00017664] (4.48533, 9.01655) => 753253
[00017667] (8.03542, 1.89874) => 52.2847
[00017670] (3.73254, 6.06119) => 2931.08
[00017675] (8.36085, 2.70269) => 310.855
[00017679] (5.94433, 3.09144) => 247.224
[00017681] (3.94495, 7.41702) => 26354.3
[00017684] (5.36319, 9.60095) => 1.0073e+07
[00017687] (6.23115, 6.84931) => 276852
[00017688] (6.89918, 9.99984) => 2.44254e+08
[00017691] (8.50844, 7.19241) => 4.87371e+06
[00017694] (9.63301, 8.79247) => 4.46372e+08
[00017697] (4.40527, 1.55959) => 10.1002
[00017700] (8.09805, 3.99115) => 4221.64
[00017708] (3.30149, 8.66598) => 31269.8
[00017710] (7.92349, 4.93027) => 27033.3
[00017713] (2.28331, 1.14392) => 2.57139
[00017715] (4.65153, 3.03022) => 105.43
[00017718] (1.72271, 6.52506) => 34.7773
[00017723] (2.12964, 6.44251) => 130.352
[00017725] (4.64372, 2.23537) => 30.952
[00017730] (2.08211, 9.55021) => 1100.98
[00017733] (1.98705, 7.06676) => 128.046
[00017737] (8.51101, 7.40462) => 7.69405e+06
[00017740] (3.39994, 4.34154) => 202.957
[00017744] (3.93347, 2.40835) => 27.0661
[00017747] (5.65633, 2.81761) => 131.932
[00017749] (4.39326, 2.35018) => 32.4091
[00017753] (2.77616, 6.93458) => 1188.77
[00017755] (7.06897, 3.48608) => 913.957
[00017758] (3.85682, 9.49731) => 369488
[00017761] (1.94401, 3.58117) => 10.8113
[00017764] (3.6216, 9.52168) => 209733
[00017767] (2.85535, 2.47743) => 13.4544
[00017768] (8.59852, 8.7625) => 1.5413e+08
[00017770] (3.89322, 1.00664) => 3.92852
[00017772] (5.48305, 3.96888) => 857.213
[00017778] (5.86583, 1.62793) => 17.815
[00017782] (1.44916, 7.02641) => 13.554
[00017788] (3.82816, 7.77725) => 34202.5
[00017791] (1.63482, 1.97903) => 2.64524
[00017794] (6.79295, 7.7811) => 2.98076e+06
[00017797] (6.51498, 1.33136) => 12.123
[00017802] (8.07788, 2.17582) => 94.2133
[00017805] (3.71779, 3.49498) => 98.4323
[00017809] (3.29878, 1.3799) => 5.19132
[00017812] (9.32975, 6.12727) => 876300
[00017816] (7.3447, 3.38765) => 858.25
[00017819] (9.55447, 9.50252) => 2.06269e+09
[00017822] (5.63816, 1.87468) => 25.5944
[00017825] (6.79783, 8.03311) => 4.85872e+06
[00017827] (4.79181, 7.51668) => 130346
[00017830] (9.42771, 2.73359) => 460.92
[00017831] (9.46328, 3.14455) => 1172.75
[00017833] (9.01868, 1.23716) => 15.1936
[00017836] (5.44356, 4.17327) => 1177.71
[00017839] (4.02622, 1.71174) => 10.85
[00017842] (4.33959, 2.82836) => 63.5237
[00017845] (7.18828, 6.21443) => 210590
[00017850] (5.89233, 5.51825) => 17808.9
[00017854] (3.6133, 4.51991) => 332.412
[00017857] (3.34417, 4.39345) => 201.112
[00017860] (5.25936, 2.60695) => 75.7597
[00017864] (8.97881, 9.25511) => 6.63964e+08
[00017867] (6.95868, 5.51099) => 43969.7
[00017870] (2.32945, 4.95476) => 66.017
[00017871] (7.15764, 2.1891) => 74.3324
[00017875] (2.26855, 2.37686) => 7.00751
[00017876] (4.16663, 9.53547) => 812713
[00017877] (1.38388, 2.65129) => 2.36642
[00017882] (4.04005, 4.13092) => 319.84
[00017885] (1.15059, 7.76932) => 2.97384
[00017888] (8.81133, 3.93644) => 5249.22
[00017892] (9.7974, 1.24899) => 17.2937
[00017896] (3.62334, 9.24635) => 147816
[00017899] (7.62511, 3.32275) => 854.058
[00017901] (8.67893, 3.01182) => 670.649
[00017904] (3.2071, 9.89427) => 101769
[00017907] (5.3555, 3.93434) => 736.796
[00017910] (2.40433, 1.87542) => 5.18231
[00017911] (4.66645, 3.00147) => 101.846
[00017913] (9.31442, 9.44591) => 1.42746e+09
[00017916] (8.43067, 6.36127) => 775635
[00017919] (3.24675, 3.31426) => 49.5534
[00017922] (1.39809, 8.28164) => 16.0423
[00017925] (9.04587, 1.89826) => 65.4023
[00017928] (4.83287, 3.18742) => 151.652
[00017931] (3.42938, 6.93404) => 5142.81
[00017933] (4.78127, 8.13126) => 335387
[00017936] (2.51311, 9.16446) => 4652.81
[00017940] (5.02722, 7.37434) => 148535
[00017942] (2.38152, 7.72729) => 816.694
[00017943] (1.5395, 3.54285) => 4.61165
[00017945] (9.71845, 2.87508) => 690.915
[00017948] (1.943, 6.25931) => 63.9208
[00017951] (5.32373, 9.02691) => 3.59323e+06
[00017952] (6.26785, 4.02134) => 1605.03
[00017955] (5.74009, 1.79134) => 22.8814
[00017958] (4.76205, 3.46869) => 224.417
[00017959] (3.12729, 7.23601) => 3828.67
[00017961] (6.38083, 2.99317) => 256.528
[00017964] (7.45186, 2.20596) => 83.9818
[00017966] (6.89226, 9.97689) => 2.31335e+08
[00017969] (8.67102, 3.18237) => 966.692
[00017972] (6.33407, 9.11294) => 2.02155e+07
[00017976] (6.29975, 1.39787) => 13.1024
[00017979] (2.12902, 7.69711) => 335.763
[00017984] (3.88151, 2.71508) => 39.7357
[00017987] (9.75036, 4.47032) => 26377.5
[00017990] (8.37155, 1.03826) => 9.08065
[00017991] (1.7948, 6.90346) => 56.7018
[00017993] (5.65329, 3.02167) => 187.589
[00017996] (1.41904, 3.73128) => 3.69089
[00017997] (9.78633, 4.86976) => 66692.5
[00017999] (7.0846, 3.22064) => 547.719
[00018001] (6.37616, 5.26392) => 17184.6
[00018004] (4.12617, 1.21143) => 5.5679
[00018008] (4.85693, 6.98579) => 62342.2
[00018011] (2.72033, 2.37362) => 10.7554
[00018014] (4.41163, 5.50255) => 3523.22
[00018017] (8.67065, 7.49576) => 1.07501e+07
